required_skills,candidate_skills,expected_gap
"Financial Modeling, Product Management, Marketing Strategy, C++, HR Analytics, CI/CD, Git","Git, Marketing Strategy, CI/CD, CSS, HR Analytics","Financial Modeling, Product Management, C++"
"CSS, Presentation Skills, JavaScript, Python, Linux, Leadership, Problem Solving","Linux, Python, JavaScript, SQL, Spark, CSS","Presentation Skills, Leadership, Problem Solving"
"Financial Modeling, JavaScript, Critical Thinking, MLOps, C++, GCP, HR Analytics","GCP, JavaScript, C++, HR Analytics, Financial Modeling, Critical Thinking",MLOps
"Machine Learning, HTML, SQL, AWS, Teamwork, Collaboration","AWS, Teamwork, SQL, HTML, Machine Learning",Collaboration
"Python, Azure, Data Analysis, Product Management, Presentation Skills, SQL","Python, Java, C++, SQL, CI/CD","Azure, Data Analysis, Product Management, Presentation Skills"
"Machine Learning, UI/UX Design, HTML, Cybersecurity, Marketing Strategy","JavaScript, Marketing Strategy, SQL, UI/UX Design","Machine Learning, HTML, Cybersecurity"
"Deep Learning, Flask, Docker, Marketing Strategy, GraphQL, Problem Solving, PyTorch, Linux, NoSQL, Cloud Architecture","Flask, Linux, Sales Forecasting, Cloud Architecture, Marketing Strategy, Docker, SQL, Deep Learning, Problem Solving","GraphQL, PyTorch, NoSQL"
"Financial Modeling, Marketing Strategy, Communication, GraphQL, Creativity, Linux, Product Management, DevOps, Critical Thinking, Flask","Communication, Marketing Strategy, GraphQL, Creativity, Financial Modeling, Critical Thinking, Product Management","Linux, DevOps, Flask"
"Machine Learning, Creativity, DevOps, PyTorch, Azure, HTML, C++, Teamwork, Java, Financial Modeling","Teamwork, Collaboration, C++, GraphQL, Data Analysis, HTML, Financial Modeling, Business Analysis, Machine Learning","Creativity, DevOps, PyTorch, Azure, Java"
"Data Engineering, NoSQL, Python, Communication, Hadoop","Django, Python, Communication","Data Engineering, NoSQL, Hadoop"
"HTML, Teamwork, Presentation Skills, Marketing Strategy, TensorFlow, CI/CD, Django, Java, Machine Learning","Teamwork, Java, GCP, Django, Marketing Strategy, Presentation Skills, HTML, Machine Learning","TensorFlow, CI/CD"
"Product Management, HTML, Cloud Architecture, DevOps, Business Analysis, Linux, Machine Learning, TensorFlow, Data Analysis","Linux, Cloud Architecture, Product Management, Data Analysis, HTML, Business Analysis, Machine Learning","DevOps, TensorFlow"
"HR Analytics, Docker, GCP, Financial Modeling, Product Management, Kubernetes, Data Engineering, Creativity","Sales Forecasting, Adaptability, Kubernetes, GCP, Docker, Data Engineering, HR Analytics, Product Management","Financial Modeling, Creativity"
"Machine Learning, Flask, Marketing Strategy, Communication, NoSQL, AWS","Flask, AWS, Communication, Data Engineering, Data Analysis, NoSQL, Azure","Machine Learning, Marketing Strategy"
"Product Management, Communication, DevOps, UI/UX Design, C++, Problem Solving, Presentation Skills, GCP, MLOps","GCP, Marketing Strategy, C++, Data Analysis, Presentation Skills","Product Management, Communication, DevOps, UI/UX Design, Problem Solving, MLOps"
"Business Analysis, GraphQL, Product Management, C++, Python, JavaScript, Flask, HTML, Creativity","Flask, JavaScript, Business Analysis, GraphQL, Spark, CSS, HTML, Product Management","C++, Python, Creativity"
"Product Management, Linux, Time Management, Creativity, Django, Financial Modeling, GraphQL, Hadoop, AWS, Flask","AWS, Linux, Time Management, Django, Leadership, GraphQL, Creativity, Financial Modeling, Product Management","Hadoop, Flask"
"TensorFlow, HTML, HR Analytics, Docker, Financial Modeling, Data Engineering, UI/UX Design, Spark, Python","HTML, Spark, UI/UX Design, Data Engineering","TensorFlow, HR Analytics, Docker, Financial Modeling, Python"
"Leadership, Cloud Architecture, REST API, HTML, Django, CI/CD, Python, C++","Python, Leadership, Cloud Architecture, C++, Communication, CI/CD, HTML","REST API, Django"
"Cloud Architecture, Data Engineering, Product Management, Python, GraphQL, MLOps, Git, Teamwork","MLOps, GraphQL, Data Engineering","Cloud Architecture, Product Management, Python, Git, Teamwork"
"Kubernetes, Leadership, Adaptability, NoSQL, GraphQL, CSS, Business Analysis, Java","Docker, Business Analysis, GraphQL, UI/UX Design, CI/CD, CSS, HR Analytics, Adaptability","Kubernetes, Leadership, NoSQL, Java"
"C++, GraphQL, Git, NoSQL, Leadership, Linux","Linux, Git, C++, GraphQL, Product Management, Adaptability","NoSQL, Leadership"
"Creativity, Kubernetes, Presentation Skills, Deep Learning, Python","AWS, Python, Presentation Skills, HTML, Creativity","Kubernetes, Deep Learning"
"Docker, Time Management, PyTorch, Django, Data Engineering","Django, Git, Docker, Data Engineering, Spark","Time Management, PyTorch"
"DevOps, UI/UX Design, CSS, Data Engineering, SQL, Deep Learning, Time Management, GCP","Deep Learning, CSS, Data Engineering","DevOps, UI/UX Design, SQL, Time Management, GCP"
"CSS, HR Analytics, Critical Thinking, Time Management, PyTorch, JavaScript, Data Analysis","Time Management, Java, JavaScript, Cybersecurity, Data Engineering, CSS, Critical Thinking","HR Analytics, PyTorch, Data Analysis"
"Django, Business Analysis, Data Analysis, Marketing Strategy, Presentation Skills","Sales Forecasting, Marketing Strategy, Business Analysis, Data Engineering, Data Analysis, Adaptability","Django, Presentation Skills"
"Communication, UI/UX Design, NoSQL, CI/CD, Collaboration, Leadership, GraphQL, SQL","Collaboration, NoSQL, CI/CD","Communication, UI/UX Design, Leadership, GraphQL, SQL"
"Creativity, DevOps, Cloud Architecture, Communication, Deep Learning, GCP, Machine Learning","Git, Communication, NoSQL, DevOps, Creativity, Machine Learning","Cloud Architecture, Deep Learning, GCP"
"Sales Forecasting, HR Analytics, Marketing Strategy, Deep Learning, Data Analysis, Flask, CSS, PyTorch, Cybersecurity, Presentation Skills","Sales Forecasting, Teamwork, Marketing Strategy, Cybersecurity, Deep Learning, CSS, Data Analysis, Presentation Skills, HR Analytics, HTML, Business Analysis","Flask, PyTorch"
"Hadoop, Creativity, AWS, Teamwork, CSS, Spark, JavaScript, Business Analysis, Product Management, Leadership","Flask, AWS, JavaScript, Leadership, Communication, Business Analysis, Creativity, Spark, HTML, Product Management","Hadoop, Teamwork, CSS"
"PyTorch, HTML, Azure, Sales Forecasting, Machine Learning, Docker, Business Analysis, Product Management, Teamwork, REST API","PyTorch, Sales Forecasting, Business Analysis, REST API, Azure, Product Management, Machine Learning","HTML, Docker, Teamwork"
"NoSQL, Financial Modeling, Collaboration, CSS, HR Analytics, Adaptability, Data Engineering, Product Management, Business Analysis, Problem Solving","AWS, MLOps, Collaboration, Product Management, CSS, NoSQL, Business Analysis","Financial Modeling, HR Analytics, Adaptability, Data Engineering, Problem Solving"
"Data Engineering, TensorFlow, Spark, Git, Financial Modeling, Flask, Azure","Flask, Python, Linux, Spark, Adaptability","Data Engineering, TensorFlow, Git, Financial Modeling, Azure"
"JavaScript, HTML, Sales Forecasting, Kubernetes, Spark","Flask, Sales Forecasting, JavaScript, C++, Product Management","HTML, Kubernetes, Spark"
"Cloud Architecture, UI/UX Design, HTML, Data Analysis, Time Management, Product Management, Data Engineering, JavaScript, Spark","Sales Forecasting, Time Management, TensorFlow, JavaScript, UI/UX Design, Data Engineering, Data Analysis, DevOps, HTML, Product Management","Cloud Architecture, Spark"
"Creativity, CSS, Django, Data Analysis, Time Management, Leadership, PyTorch, Kubernetes, Azure, Financial Modeling","PyTorch, Django, Leadership, Azure, Financial Modeling","Creativity, CSS, Data Analysis, Time Management, Kubernetes"
"Azure, Java, CSS, Critical Thinking, Leadership, Business Analysis","PyTorch, Leadership, CSS, Azure, DevOps, Critical Thinking","Java, Business Analysis"
"Flask, Azure, Spark, UI/UX Design, Git, Presentation Skills, NoSQL, Communication, Business Analysis, HTML","Flask, Communication, UI/UX Design, Presentation Skills, Azure, HTML, Business Analysis","Spark, Git, NoSQL"
"Python, Deep Learning, CI/CD, Communication, Creativity","Python, CI/CD","Deep Learning, Communication, Creativity"
"Financial Modeling, Marketing Strategy, Adaptability, Deep Learning, Cybersecurity, CSS, Spark, Time Management","Time Management, Java, MLOps, Django, Marketing Strategy, Cybersecurity, Deep Learning, Adaptability","Financial Modeling, CSS, Spark"
"Flask, Python, Adaptability, Product Management, CI/CD, Communication, Creativity, Linux","Flask, Linux, Adaptability, Communication, Product Management","Python, CI/CD, Creativity"
"Sales Forecasting, Time Management, AWS, Presentation Skills, PyTorch, SQL, Hadoop, Adaptability","PyTorch, AWS, Sales Forecasting, Communication, SQL, Presentation Skills, Hadoop, Adaptability",Time Management
"Cybersecurity, REST API, Leadership, AWS, Data Analysis, Teamwork, UI/UX Design","AWS, Sales Forecasting, Leadership, Docker, Cybersecurity, UI/UX Design, REST API, Data Analysis",Teamwork
"Django, Deep Learning, Teamwork, CSS, AWS","Django, Deep Learning, HTML, CSS, DevOps, Teamwork, Financial Modeling",AWS
"GCP, Azure, Git, Presentation Skills, Problem Solving, C++, UI/UX Design, GraphQL","Financial Modeling, Presentation Skills, Azure, UI/UX Design","GCP, Git, Problem Solving, C++, GraphQL"
"JavaScript, Teamwork, C++, Sales Forecasting, Cloud Architecture, Product Management, Hadoop, Creativity, HTML","Sales Forecasting, Linux, JavaScript, Leadership, Business Analysis, Hadoop, Teamwork, Creativity","C++, Cloud Architecture, Product Management, HTML"
"CSS, REST API, Java, Spark, Flask, Communication","REST API, Spark, CSS, HR Analytics","Java, Flask, Communication"
"CSS, Creativity, AWS, Financial Modeling, NoSQL, DevOps, HR Analytics, Business Analysis, Docker","C++, GraphQL, Creativity, HR Analytics, DevOps, Business Analysis","CSS, AWS, Financial Modeling, NoSQL, Docker"
"Problem Solving, Azure, Kubernetes, Communication, Data Engineering, Git, Business Analysis, Java, Linux","Git, Communication, Kubernetes, Azure","Problem Solving, Data Engineering, Business Analysis, Java, Linux"
"TensorFlow, Azure, PyTorch, GCP, Flask, Kubernetes, Problem Solving, Communication","Flask, Kubernetes, GCP, Hadoop, Azure, Teamwork","TensorFlow, PyTorch, Problem Solving, Communication"
"PyTorch, Sales Forecasting, JavaScript, Problem Solving, Hadoop, Django, Kubernetes, TensorFlow, UI/UX Design, Collaboration","Sales Forecasting, TensorFlow, JavaScript, Django, UI/UX Design, Creativity, Problem Solving","PyTorch, Hadoop, Kubernetes, Collaboration"
"Problem Solving, REST API, Product Management, PyTorch, Creativity, Docker, Java, Flask","Flask, Docker, REST API, Product Management, Creativity","Problem Solving, PyTorch, Java"
"Java, Business Analysis, GCP, Problem Solving, Teamwork","Linux, Java, GCP, GraphQL, Creativity, Teamwork, Business Analysis",Problem Solving
"Hadoop, Cloud Architecture, Product Management, Communication, REST API, UI/UX Design","Java, Time Management, Hadoop, UI/UX Design","Cloud Architecture, Product Management, Communication, REST API"
"Creativity, Critical Thinking, Financial Modeling, MLOps, GraphQL, DevOps, SQL, Teamwork, Adaptability","SQL, GraphQL, NoSQL, HTML, Creativity","Critical Thinking, Financial Modeling, MLOps, DevOps, Teamwork, Adaptability"
"Time Management, Business Analysis, Cloud Architecture, Flask, Azure, Docker","Linux, Time Management, Docker, Deep Learning, Teamwork, Business Analysis","Cloud Architecture, Flask, Azure"
"C++, Sales Forecasting, Marketing Strategy, NoSQL, Azure","Sales Forecasting, Django, C++, Marketing Strategy, Azure",NoSQL
"Product Management, REST API, CI/CD, Python, GCP, TensorFlow, Git","GCP, Git, Python, Product Management","REST API, CI/CD, TensorFlow"
"Cybersecurity, Presentation Skills, Deep Learning, Flask, SQL, Time Management","Flask, Time Management, SQL, Deep Learning, Presentation Skills",Cybersecurity
"Sales Forecasting, Collaboration, TensorFlow, Machine Learning, DevOps, Business Analysis, Data Engineering, AWS, Data Analysis","Linux, TensorFlow, Collaboration, Data Engineering, Business Analysis","Sales Forecasting, Machine Learning, DevOps, AWS, Data Analysis"
"Teamwork, Communication, JavaScript, REST API, CSS, Flask, PyTorch","PyTorch, Flask, CSS, Teamwork, Product Management","Communication, JavaScript, REST API"
"Adaptability, Presentation Skills, CSS, HTML, DevOps, Problem Solving","Docker, SQL, Presentation Skills, DevOps, Adaptability","CSS, HTML, Problem Solving"
"PyTorch, TensorFlow, HR Analytics, AWS, Communication, Time Management, Cloud Architecture, Spark, DevOps, Collaboration","PyTorch, MLOps, Collaboration, Communication, Cloud Architecture, Spark","TensorFlow, HR Analytics, AWS, Time Management, DevOps"
"PyTorch, Spark, Time Management, Cybersecurity, Sales Forecasting","PyTorch, Time Management, Cybersecurity, Spark, Azure",Sales Forecasting
"Critical Thinking, TensorFlow, Git, Spark, Financial Modeling, Hadoop, CI/CD, Django, Python, Communication","Python, TensorFlow, Django, Git, Communication, Cloud Architecture, CI/CD, Critical Thinking, Creativity","Spark, Financial Modeling, Hadoop"
"Critical Thinking, Creativity, Hadoop, Teamwork, Flask, AWS","Flask, AWS, Data Analysis, Teamwork, Critical Thinking","Creativity, Hadoop"
"Sales Forecasting, Product Management, Creativity, Deep Learning, HTML, Critical Thinking, PyTorch, MLOps, Data Engineering","PyTorch, Sales Forecasting, TensorFlow, DevOps, HTML, Critical Thinking, Creativity","Product Management, Deep Learning, MLOps, Data Engineering"
"GCP, PyTorch, Financial Modeling, Sales Forecasting, HTML, REST API, CSS, NoSQL, SQL, Python","PyTorch, Flask, Deep Learning, CSS, NoSQL, Teamwork, Financial Modeling","GCP, Sales Forecasting, HTML, REST API, SQL, Python"
"TensorFlow, UI/UX Design, Collaboration, GraphQL, HR Analytics, Presentation Skills, Data Engineering, Financial Modeling","Kubernetes, TensorFlow, Collaboration, Data Engineering, Spark, HR Analytics, Financial Modeling, Product Management","UI/UX Design, GraphQL, Presentation Skills"
"Leadership, REST API, UI/UX Design, Teamwork, Flask, Python, Cybersecurity, Product Management, Business Analysis","Flask, Python, MLOps, Business Analysis, Cybersecurity, UI/UX Design, Creativity, Spark, Teamwork, Product Management","Leadership, REST API"
"CSS, Creativity, AWS, CI/CD, Data Engineering","AWS, Linux, Java, CI/CD, CSS","Creativity, Data Engineering"
"C++, Leadership, Java, Business Analysis, MLOps, Time Management, Cybersecurity, Hadoop","Time Management, Java, MLOps, Leadership, C++, Data Engineering","Business Analysis, Cybersecurity, Hadoop"
"Azure, CSS, C++, Communication, Financial Modeling, Hadoop, PyTorch","CSS, Financial Modeling, C++","Azure, Communication, Hadoop, PyTorch"
"Linux, JavaScript, Critical Thinking, Deep Learning, SQL, Spark","CSS, Deep Learning, Sales Forecasting, SQL","Linux, JavaScript, Critical Thinking, Spark"
"Git, AWS, C++, Python, Java, Data Analysis, CSS, Teamwork, PyTorch","PyTorch, Java, Git, C++, Data Engineering, Data Analysis","AWS, Python, CSS, Teamwork"
"Sales Forecasting, Critical Thinking, GraphQL, NoSQL, JavaScript, TensorFlow, C++, CSS, Django","Django, Critical Thinking, NoSQL, TensorFlow","Sales Forecasting, GraphQL, JavaScript, C++, CSS"
"Deep Learning, TensorFlow, Critical Thinking, Presentation Skills, AWS, Creativity","AWS, TensorFlow, Cloud Architecture, Cybersecurity, Deep Learning, Critical Thinking, Creativity",Presentation Skills
"Cybersecurity, Product Management, PyTorch, Business Analysis, Communication, CSS, MLOps, Adaptability, Java, Hadoop","Flask, MLOps, Collaboration, Cybersecurity, Deep Learning, Hadoop, Adaptability","Product Management, PyTorch, Business Analysis, Communication, CSS, Java"
"Data Analysis, Azure, Marketing Strategy, REST API, SQL, Leadership, AWS","REST API, Leadership, Marketing Strategy, Azure","Data Analysis, SQL, AWS"
"C++, Teamwork, PyTorch, CI/CD, Git, Azure, Data Engineering","PyTorch, Git, C++, Data Engineering, CI/CD, REST API, HR Analytics","Teamwork, Azure"
"JavaScript, Azure, PyTorch, Presentation Skills, Creativity, Teamwork, Java","PyTorch, Presentation Skills, Azure, Teamwork, Financial Modeling, Creativity","JavaScript, Java"
"Communication, JavaScript, Financial Modeling, HR Analytics, Creativity, Time Management, UI/UX Design, Spark, PyTorch, Linux","Linux, Communication, UI/UX Design, Spark, HR Analytics, Creativity","JavaScript, Financial Modeling, Time Management, PyTorch"
